,dien_tich,huong_ban_cong,phong_ngu,id_thanh_pho,ten_thanh_pho,id_quan,ten_quan,so_tang,mat_tien,noi_that,huong_nha,so_do,lat,long,gia,gia_m2,du_an,project_name,id_duong,ten_duong,do_rong_duong,do_rong_duong_ml,id_phuong,ten_phuong
5120,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông-Nam,Sổ đỏ đất ở lâu dài.,21.0069509,105.6982997,2187.0,40.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5121,36.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Đông-Nam,Sổ đỏ chính chủ pháp lý rõ ràng.,21.0468328,105.6769947,2190.0,60.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5122,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,45.0,,Bắc,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5123,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.0,,KXĐ,,21.0422656,105.6969788,,,,,,,,,5e5501cceb80a7245175e251,Xã Sơn Đồng
5124,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Đông,"Sổ đỏ chính chủ, pháp lý rõ ràng.",21.0468328,105.6769947,2772.0,77.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5125,78.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,Tây-Nam,,21.0591741,105.7236198,,,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5126,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.4,,Tây Bắc,,21.0335931,105.7274551,2050.0,50.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5127,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.3,,Tây,Sổ đỏ chính chủ.,21.0361279,105.7270372,1950.0,41.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5128,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.1,,Tây Bắc,,20.968328,105.7550352,1350.0,37.5,,,5e958eef208d0d6d76490e84,Phố Lê Trọng Tấn,,,5e5501cceb80a7245175e25a,Xã La Phù
5129,62.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông Nam,,21.0623667,105.7209301,3135.0,50.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5130,88.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,9.0,,,"Sổ đỏ chính chủ, pháp lý đảm bảo",21.0468328,105.6769947,12500.0,130.6818181818182,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5131,50.0,Đông Nam,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.61,,Đông Nam,Sổ đỏ chính chủ Pháp lý đảm bảo,21.0340509,105.725995,2930.0,76.11111111111111,,,5e958eef208d0d6d76490e48,Đường 422A,,,5e5501cceb80a7245175e252,Xã Vân Canh
5132,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.82,,,Đã có số đỏ,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5133,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.033149,105.7321831,,38.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5134,81.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,7.0,,,,21.0153472,105.7238489,1782.0,22.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,2.6,Ngõ 1 ô tô,,
5135,61.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Tây Nam,,21.0153472,105.7238489,1390.5,22.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,2.2,Ngõ ngách,,
5136,52.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Đông Bắc,,21.0153472,105.7238489,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,4.5,Ngõ 1 ô tô,,
5137,48.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông Nam,,21.0153472,105.7238489,1261.0,26.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,2.5,Ngõ 1 ô tô,,
5138,65.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0153472,105.7238489,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,,
5139,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.3,,Đông,,21.0153472,105.7238489,1350.0,30.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,2.2,Ngõ ngách,,
5140,94.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,,,21.0695919,105.703447,5452.0,58.0,,,5e958eef208d0d6d76490e47,Đường 422,9.0,Ngõ 4 ô tô tránh,,
5141,94.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.033149,105.7321831,5546.0,59.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5142,61.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0458514,105.7204476,3416.0,56.0,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5143,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông Nam,,21.0153472,105.7238489,2160.0,40.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,12.0,Ngõ 4 ô tô trở lên,,
5144,97.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây Bắc,Sổ hồng/ Sổ đỏ,21.0330854,105.735332,6014.0,62.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5145,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông,Sổ hồng/ Sổ đỏ,21.0330854,105.735332,1850.0,45.1219512195122,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5146,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông Nam,Sổ hồng/ Sổ đỏ,21.0468328,105.6769947,2080.0,52.0,,,5e958eef208d0d6d76490e72,Đường Tỉnh lộ 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5147,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông Bắc,Đã có sổ,21.0592517,105.7060118,2100.0,52.5,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5148,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây Bắc,Đã có sổ,20.9895318,105.7028457,1475.0,29.5,,,,,,,5e5501cceb80a7245175e258,Xã An Thượng
5149,35.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0648512,105.7160718,1380.0,38.87323943661972,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5150,115.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ,21.0498323,105.7096541,6900.0,64.0,,,5e958eef208d0d6d76490e81,Đường Yên Vĩnh,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5151,72.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông-Nam,Đã có sổ.,21.0623667,105.7209301,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5152,42.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Sổ đỏ.,21.0623667,105.7209301,2436.0,58.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5153,40.0,Đông-Nam,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông-Nam,,21.0468328,105.6769947,1930.0,52.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5154,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ,20.9903598,105.7213469,1475.0,29.5,,,5e958eef208d0d6d76490e6c,Đường Ngãi Cầu,,,5e5501cceb80a7245175e258,Xã An Thượng
5155,150.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5156,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ,20.9903598,105.7213469,1475.0,29.5,,,5e958eef208d0d6d76490e6c,Đường Ngãi Cầu,,,5e5501cceb80a7245175e258,Xã An Thượng
5157,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.8,,Đông-Nam,,20.9659027,105.7219027,4500.0,56.25,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
5158,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông,Đã có sổ hồng chính chủ,21.0468328,105.6769947,,62.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5159,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Đã có sổ đỏ,21.068562,105.7101796,1920.0,48.0,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5160,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,20.9895318,105.7028457,,,,,,,,,5e5501cceb80a7245175e258,Xã An Thượng
5161,6000.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ.,21.0109475,105.7209091,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5162,69.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.9,,Đông-Nam,Đã có sổ đỏ.,21.0349167,105.7295556,4692.0,68.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5163,90.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,7.1,,Nam,Sổ đỏ.,21.0623667,105.7209301,6120.0,68.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5164,66.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.88,,,Đã có sổ đỏ.,21.0591741,105.7236198,4290.0,65.0,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5165,53.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.45,,,đã có sổ,21.0468328,105.6769947,3800.0,71.16104868913858,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5166,140.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5167,69.9,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.2,,,,20.9916901,105.7014199,4200.0,60.08583690987124,,,,,10.0,Ngõ 4 ô tô tránh,,
5168,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,1.6,Ngõ ngách,,
5169,84.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.76,,Đông Nam,,21.0648512,105.7160718,5499.0,65.0,,,,,9.0,Ngõ 4 ô tô tránh,5e5501cceb80a7245175e24f,Xã Kim Chung
5170,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.8,,Bắc,Sổ đỏ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5171,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.84,,Đông,Sổ đỏ chính chủ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5172,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.2,,Tây Bắc,Đã có sổ đỏ.,21.0335931,105.7274551,2200.0,55.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5173,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây Bắc,Có sổ.,20.9704838,105.7204476,,48.0,,,,,,,5e5501cceb80a7245175e25b,Xã Đông La
5174,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,21.0695919,105.703447,1920.0,48.0,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,4.0,Ngõ 1 ô tô,,
5175,58.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0776081,105.6911121,,,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5176,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,9.0,,,,21.0568245,105.7288838,,,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5177,46.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,Tây Bắc,Đã có sổ đỏ.,21.0623667,105.7209301,1778.4,38.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5178,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,,Đã có sổ đỏ.,21.0591741,105.7236198,3900.0,65.0,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5179,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông Nam,Sổ đỏ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5180,111.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,7.6,,Nam,,21.0153472,105.7238489,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,13.5,Ngõ 4 ô tô trở lên,,
5181,31.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.1,,,Có sổ.,21.0783685,105.691437,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5182,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,Nam,Sổ đỏ,21.0279052,105.7263152,3650.0,70.1923076923077,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5183,52.3,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,14.24,,Đông Bắc,Đã có sổ đỏ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5184,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây Bắc,,21.0243168,105.6988892,,,,,,,,,,
5185,30.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0695919,105.703447,999.0,32.75409836065574,,,5e958eef208d0d6d76490e46,Đường 32,,,,
5186,36.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Đông Nam,"Sổ đỏ chính chủ, pháp lý đảm bảo.",21.0468328,105.6769947,2190.0,60.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5187,37.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.3,,Tây Nam,"Sổ đỏ chính chủ, pháp lý đảm bảo.",21.0349167,105.7295556,1530.0,41.35135135135136,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5188,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,,,21.0499593,105.7153135,2550.0,51.0,,,,,5.0,Ngõ 2 ô tô tránh,,
5189,64.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.1,,Bắc,,21.0061954,105.7140072,,,,,5e958eef208d0d6d76490e80,Đường Yên Lũng,10.0,Ngõ 4 ô tô tránh,,
5190,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,21.0153472,105.7238489,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,2.0,Ngõ ngách,,
5191,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,21.0153472,105.7238489,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,9.0,Ngõ 4 ô tô tránh,,
5192,31.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.2,,,,20.9916901,105.7014199,1520.0,47.096774193548384,,,,,2.5,Ngõ 1 ô tô,,
5193,64.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.4,,,,20.9916901,105.7014199,3200.0,47.5,,,,,2.5,Ngõ 1 ô tô,,
5194,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.7,,Tây,Sổ đỏ,21.0279052,105.7263152,1665.0,37.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5195,39.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,5.0,5.0,"Nội Thất Châu Âu, sang trọng và đẳng cấp.",Đông Bắc,Sổ đỏ chính chủ.,21.0468328,105.6769947,1300.0,33.333333333333336,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5196,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0633168,105.7153959,2100.0,35.0,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,Ngõ 1 ô tô,5e5501cceb80a7245175e24c,Xã Di Trạch
5197,64.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.1,,Bắc,,21.0061954,105.7140072,,,,,5e958eef208d0d6d76490e80,Đường Yên Lũng,10.0,Ngõ 4 ô tô tránh,,
5198,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,7.0,,Tây,Đã có sổ hồng chính chủ.,21.0279052,105.7263152,2652.0,68.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5199,53.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông Bắc,,20.9699934,105.7372298,2385.0,45.0,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,,
5200,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,Đông,,21.0153472,105.7238489,1347.5,24.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,2.4,Ngõ ngách,,
5201,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.5,,Bắc,,20.998193,105.7192643,9150.0,122.0,,,,,30.0,Ngõ 4 ô tô trở lên,5e5501cceb80a7245175e257,Xã An Khánh
5202,46.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.4,,,,21.0623667,105.7209301,2730.0,59.34782608695652,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5203,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,,Có sổ.,21.0279052,105.7263152,3500.0,70.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5204,59.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.26,,,Có sổ,21.0623667,105.7209301,2150.0,36.440677966101696,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5205,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông Nam,,21.0695919,105.703447,2000.0,45.45454545454545,,,5e958eef208d0d6d76490e46,Đường 32,,,,
5206,30.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0695919,105.703447,999.0,32.75409836065574,,,5e958eef208d0d6d76490e46,Đường 32,2.0,Ngõ ngách,,
5207,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.25,,Tây Nam,,20.9659027,105.7219027,3375.0,45.0,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
5208,52.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Đông Bắc,,20.9994708,105.7204476,2730.0,52.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5209,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.0,,Tây Bắc,,21.0623667,105.7209301,1886.0,46.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5210,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.25,,Tây Nam,,20.9659027,105.7219027,3300.0,44.0,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
5211,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.25,,Tây Nam,,20.9659027,105.7219027,3450.0,46.0,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
